PageCommentNumber,date,author,text
22,2012-11-03T13:58:08+00:00,fintail,"It's the weisswurst that scares me - just looks wrong.

Spotted a Q3 this morning (you can see the weather is just awesome)



Also saw an Audi A1 cabrio - uncommon even here, new Jag XJ diesel, late model lowline Landcruiser, all kinds of off small euros and a few small Asians, zero Prius, zero Lexus, and not new but a Citroen C6 - which is cool."
23,2012-11-03T14:01:26+00:00,fintail,"Is that some off the beaten path rental branch? Camry redesigned for MY 12...Hertz sometimes has a rep for some older cars now and then, that would be one of the oldest in the fleet, I bet. Hope you got something decent."
24,2012-11-03T14:03:37+00:00,kyfdx,"Weisswurst: You need Handlmaier mustard for that.... German-made... trust me on this.... US Handlmaier fan club

By tradition, you should eat weisswurst before Noon, along with Hefeweizen to wash it down.... Remove the outer skin, before eating...

I really like the Q3...

I saw a new Altima for the first time, yesterday... (or, at least the first time I've noticed one).. Looks good compared to the old one.."
25,2012-11-03T14:11:43+00:00,fintail,"I might be too grossed out to try it. The color just makes me think of undercooked and food poisoning.

Oh yeah, I was going to mention odd license plates. Although I am only on foot so far, have noticed British, French (quite a few), Dutch, and saw a VW Passat wagon with Russian plates"
26,2012-11-03T15:03:32+00:00,stever,Actually you have to wash down a few (quite a few) Hefeweizens first. Then tackle the wurst.
27,2012-11-03T16:16:18+00:00,stickguy,"it is just a Hertz counter in the local AAA office, which happens to be about a mile from my house. So, the most convenient location that was available on my corporate travel site. They seem to only have a couple on hand at a time, so I assume if they get a booking they might bring in a unit from some central place.

I ended up with a 2012 Malibu LT. 37K on it (Florida plates up in Jersey, so it has been around). Lot of miles for a rental, but insides seemed OK. Body a bit beat up (bumpers and so forth). Decently equipped, with XM radio at least, heated power seats, and even shiny chrome wheels (tacky, but shiny).

first time driving one of them. Drivers seat was actually pretty comfortable on the drive home. Lets see how it does after 5 hours!

I asked about the lone Camry, which I think was the new body style so probably a 2012 also. The guy said it wasn't ready yet, whatever that meant. But it also did not have sat radio, and since I am going to be driving through the boonies most of the way, that is a nice feature to have."
28,2012-11-03T16:16:39+00:00,kyfdx,"It's not the ""worst"", it's the ""wurst""..

And, weisswurst is actually quite good.... I recommend Paulaner or Franziskaner Hefe...

You have to use the sweet mustard, though..."
29,2012-11-03T21:21:44+00:00,stever,"I may be the only guy posting here who's toured the Löwenbräu brewery and stuck to the sausage and rolls in the tasting room. Not much of a beer fan. :blush: 100 grams of plockwurst was the usual lunch order at a grocery on my knapsack trip there right out of college.

The mustard does sound good and it sounds like there's a lot of demand for it down in your neck of the woods. Next time I pull up to a Rolls, I'll ask them to pardon me, but...."
30,2012-11-03T21:38:56+00:00,berri,"Long drive, you're probably better off with the Malibu. Camry seats aren't all that comfortable on longer drives."
31,2012-11-04T01:29:26+00:00,kyfdx,"Come on down... Mustard Club meets the 2nd Saturday of each month... Nice German buffet for $11 at Mecklenburg Gardens...

At least a dozen different German beers on tap... We'll find one you like!

Hefeweizen isn't a bad place to start for a newbie....."
32,2012-11-04T01:43:09+00:00,stever,"I sample ones my wife gets all the time, and there was one brown something that was tolerable. Not so good that I can remember the name now, lol.

A friend gave me a beer making kit two years ago that's sitting in the basement.

Guess I could try to make some - would die of boredom if I took up new car spotting around here. There ain't none, more so since the tourists left"
33,2012-11-04T15:30:49+00:00,fintail,"Didn't have any wurst today, did see 2 Prius - both taxis. Probably 80% of Toyotas are iQ and Yaris/Aygo. Still not one Lexus. Saw a Honda FR-V, (not new, but odd) which combines the awkward style of a CR-V with a Fit. Several new style Audi A1, facelift 1er, Focus RS. Odd plates - Spain, Luxembourg, Belgium."
34,2012-11-04T19:46:30+00:00,kyfdx,"It was sitting outside a local restaurant, as we came out.... .. like he was in getting a carryout order... Dark tinted windows... Was admiring it, and evidently the driver was still inside it, because he revved it up near redline...

I was amazed at the growl, considering it's a 4-cylinder boxer... very nice...

Still think they missed the boat, by not naming this a Toyota Celica... Could have doubled sales, I think...."
35,2012-11-05T15:57:47+00:00,ateixeira,"Q3 looks like a Q5 hatchback (less cargo room).

Bet it will sell well anyway."
36,2012-11-05T16:00:13+00:00,ateixeira,"Saw one of these, huge faux metal strip across the tailgate reminds me of the earlier F150 my roommate had in college. Don't flash your brights at 'em, you'll blind yourself.

Also saw a white Benz wagon. Sadly rare compared to the ML SUVs.

Then a new IS with the LEDs under the headlights."
37,2012-11-05T16:56:22+00:00,fintail,"Saw another 3 or so of those, today. Always debadged.

Also a new B-class (extra styling!) and a new A-class. I'm in Stuttgart now, so MB and Porsche are more common, and the car scene is active overall. Also saw a GT-R, which has to be uncommon here.

Finally saw a Lexus too. A debadged old IS sportcross, probably IS200. Not one Prius today. No big fat SUVs either, and pickups are for people who live on farms, and for construction work. What a world..."
38,2012-11-05T17:02:49+00:00,ateixeira,"FWIW, among the 5 major makes, Toyota's share in Germany is higher than VW's share in Japan:

http://parts.olathetoyota.com/2011-car-sales-statistics.html

Also, Toyota share of their own home market is much higher than VW's in Germany.

Better offense and better defense, home turfs.

VW makes it up in China and Brazil, though.

When I was a kid the 4 major names there were Fiat, Ford, VW, and Chevrolet. Toyota sold a few FJs here and there. They really have a lot of catching up to do, but Toyota is stubborn and prices their products WAY too high there."
39,2012-11-05T17:09:16+00:00,fintail,"The small models are accepted here. Many iQ and Yaris sized things. But anything bigger than a Corolla, forget about it.

Mistubishi seems to do well too, for the very small cars esp. Honda has some presence with the excellent Euro Civic. Have seen maybe one Subaru.

Japanese consumers are nationalistic to put it lightly, so those stats are not shocking.

Oh yeah, I saw a Brilliance on the road today. Several years ago the brand tried to launch in Europe, I believe it was a quick failure. The only local listings I can find are paired with Lada dealers and garages, so that explains something. Driver probably works for a Chinese embassy or dreams of sweatshops and opression."
40,2012-11-05T17:52:20+00:00,ateixeira,"German nationalism is strong, too, no?

The Subarus are all up in Scandinavia.

The Brilliance didn't implode on itself?

Lada tried in Brazil, offering uber-cheap cars, some less than half the cost of competitors. Didn't take long for them to rust in the sea air, and before long they were gone. And I mean LONG gone, you don't even see them any more."
41,2012-11-05T18:17:10+00:00,fintail,"Germany is very loyal for large cars. But normal and small cars are pretty open - even French cars are common. Subarus are very popular in Switzerland.

The later Brillance was engineered to pass safety tests...but I suspect few wanted to roll those dice.

Lada tried Canada, too. I think the only survivors are Niva/Cossack. The brand is still offered in Europe, I think, but finds few sales. The cheapskate set buys Dacia and small Koreans now."
42,2012-11-05T20:54:56+00:00,ateixeira,"Dacia Duster is sold in Brazil, but badged as a Renault.

You could say it basically took over the Niva's slot, in terms of being the cheapest little AWD you can get. Though it's more crossover, less SUV.

At least it doesn't rust when you stare at it like Ladas did."
43,2012-11-06T17:17:06+00:00,fintail,"I've seen a couple Dusters on the road. Actually, I watched a car show on TV last weeked, where they compared the (very very) base model to a loaded model, which cost more than twice the base car. Lots of differences.

I think the Lada Niva is fairly robust. I kind of like those things.

Had a good car sighting day - as I went on a tour of MB assembly facilities at Sindelfingen. These were all outside or driving - at least a dozen SLS cabrios and many normal SLS, maybe 10 CLS Shooting Brake, 5 or 6 B-Class F-cell,and the highlights were two thinly masked facelift (2014) E-class, and a heavily masked protoype C-class. Sadly, I was on a bus and they were long gone by the time my phone camera was ready. C-class was odd, lots of CLS DNA in it."
44,2012-11-06T17:19:56+00:00,ateixeira,"Samara was awful.

Niva was a decent little truck, but a very dated design. They should have at least switched to galvanized steel. The bodies just didn't last.

Keep in mind most of Brazil lives on the coast with salty air. Mom owned a Fiat Uno that had a rust hole go all the way through in less than 12 months (no kidding).

Cheap cars simply rust away."
45,2012-11-06T17:26:47+00:00,fintail,"They tried Samara in Canada, too. Up to maybe 1995. I bet all were off the road by 2000. Imagine how those held up in Ontario winters.

I am surprised I haven't seen a Lada yet here. Once you go to the old east, you still see Trabis and Wartburgs. I did see Romanian plates today.

Oh yeah, and one Prius and one Lexus - RX that was holding up traffic trying to find a nonexistant parking spot. Cultural universal..."
46,2012-11-06T17:28:46+00:00,ateixeira,"Imagine how those held up in Ontario winters.

I imagine the rust holes in the sheet metal made for poorly insulated cars!

Maybe the RX owner was a VIP and expected people to vacate a spot for her."
47,2012-11-06T22:12:04+00:00,anythngbutgm,"It was dusk so that may explain my mistake for those who might criticize me for this but I was on the highway last night and came upon what I thought was a jaguar XF. Looked fantastic, the rear light bars and the integrated exhaust. Come a bit further on it and what do ya know, thing had a Toyota badge! It turned out to be a new Avalon... Gotta say, it looks really good in person. Maybe not Jag good when you get next to it, but still..."
48,2012-11-07T17:10:07+00:00,ateixeira,"Haven't seen one at night yet.

They're not selling as quickly around here as the new Camry did, but national sales are strong."
49,2012-11-07T17:11:50+00:00,ateixeira,"Turns out one of my Directors owns one.

Here's the new one:

http://www.autoblog.com/2012/11/06/new-maserati-quattroporte-revealed-before-det- roit-debut/

Kinda reminds me of the Infiniti M."
0,2012-11-07T17:48:39+00:00,anythngbutgm,"Jag:


Avy:


Sorta close... maybe not, lol."
1,2012-11-07T17:53:42+00:00,ateixeira,"Did the Jag have dotted LEDs before?

I swear these styled lights will go out of style like tailfins..."
2,2012-11-07T18:25:16+00:00,anythngbutgm,"Looks like it did, here is a picture from NYT back in 2009 when the XF first appeared."
3,2012-11-07T18:27:14+00:00,ateixeira,"That has a lot more in common, 2 rows of LEDs, only the Jags' join at the extremes."
4,2012-11-07T19:01:18+00:00,fintail,"Visited the MB Museum today, which is connected to a huge dealership. So I saw tons of new material, of course many which will never be seen in the repressed NA market. One tacky thing, matte paint seems to be a new fad, I have seen it on MB on the road several times, and several higher end models in the dealership had it. The paint feels delicate to me, I wonder how it will resist chips. Also there are endless tons of new A and B class on the road here, so they must be a hit.

Saw more cool things. too - on the bus on the way to the museum, saw 2 new S-class test mules being driven. One was completely disguised, the other had the greenhouse unmasked.

Also, one Prius, zero Lexus. I think I can live with this :shades:"
5,2012-11-07T19:05:00+00:00,fintail,"Looks good? I assume you didn't see the front?



I think I'd just go all the way and get an ES. I'd rather have a 61 Plymouth than some weird sea creature."
6,2012-11-07T19:38:38+00:00,robr2,"One tacky thing, matte paint seems to be a new fad...

It's been popular in the tuner community for a while (along with bed liner paint for the whole vehicle). But now BMW offers it on some vehicles and they call it Frozen Paint.

According to BMW you can take it through a car wash every day and it will be fine. But if you rub it to remove stubborn debris you will ""polish"" it. BMW sells a line of paint car products including a wax that helps to maintain the matter finish."
7,2012-11-07T19:45:57+00:00,fintail,"Yeah I have seen the customs, in Seattle often embraced by the flamboyantly mysteriously over-monied and tasteless (matte X6, matte Range Rover, etc). Actually, saw a late model 5er in Stuttgart today that was completely blacked out - tint, wheels, no chrome, no badges, flat black paint. And it was dark when I saw it, kind of striking...but I don't know if it's for me.

The matte paint I saw has a very hard kind of porcelain-enamel feel, and seems thin. I guess time will tell. I am sure it will sell just because it is more expensive...sometimes, that's all it takes."
8,2012-11-07T19:59:27+00:00,robr2,"Yeah I have seen the customs, in Seattle often embraced by the flamboyantly mysteriously over-monied and tasteless (matte X6, matte Range Rover, etc).

You haven't seen the clapped out 15 year old Civics with the V-TEC stickers and rims worth more than car with the matte black paint? That's what I typically see."
9,2012-11-07T20:09:29+00:00,fintail,"The matte paint I see from the fart can boy racer set seems be due to neglect, or maybe Krylon at best. Maybe the 2%ers think it looks cool, and they want in on the action. Hopefully the undoubtedly insane profit margins will be used for product improvement.

I wonder if it will have the same impact on resale that $3000 wheels and $5000 stereos have for Hondas."
10,2012-11-07T20:20:34+00:00,qbrozen,Worse. I project a negative impact for most mainstream vehicles. Its like a manual trans in that you are limiting the market.
11,2012-11-08T00:30:40+00:00,kyfdx,The matte paint effect on cheaper cars is actually a vinyl wrap....
12,2012-11-08T13:57:33+00:00,qbrozen,"well, it used to be just spraycan primer. Guess they've evolved. :blush:"
13,2012-11-08T17:04:04+00:00,stever,"At Lowes, new platform washers and ... oops, wrong thread.

Spending a week in Port Huron and got to see a new New Beetle. Like it even better than the old New Beetle but it was still being driven by a woman. My wife liked it too.

Also a barn door Countryman S John what'shisname edition in the wild; have only seen one before at an autoshow.

Not new, but a yellow Sky turbo."
14,2012-11-08T17:14:09+00:00,imidazol97,"Have seen some of the birds going both north and south in their motor homes.

One had a bright baby blue Volkswagen older than the large taillight versions from decades ago. It had smaller taillights and the bumper on the rear was not overweight, oversized and obtrusive. I couldn't get a good look at it because they were in the left lane moving fast.

Another was towing a pure bright red Volkswagon with the larger taillights but not the modern era of embedded taillights that are within the fender.

Usually the collection of cars hooked on the rear are a mixture of smaller cars. It's odd to see VWs from earlier eras."
15,2012-11-08T18:54:45+00:00,fintail,"Today saw a couple new style 911s, a customized (read: ostentatious and homely) Panamera, and a new style VW Golf Cabrio - maybe destined for the US?

One Lexus - RX. No Prius.

Read that the new B-class is something like the 3rd or 4th best selling car in Germany, which surprised me. Toyota in 8th place. Something like 2000 Lexus sold here this year, which is roughly the weekly sales volume at my local dealer."
16,2012-11-08T19:40:46+00:00,ateixeira,I imagine the looming crisis will cut that dealer's volume in half.
17,2012-11-08T20:00:38+00:00,fintail,"Back in suburban Seattle? It would have to be a world ending event the oh so hard working locals to not buy a new RX every 4 or so years.

I must say this road culture that lacks the uber-beige along with pointless trucks and oversized SUVs doesn't exactly make me upset. I can deal with the tin cans and CUVs.

Oh yeah, I saw something I kind of want today - a quad. 4 wheeled ATVs can be licensed and driven like cars here. I am pretty sure that isn't the case back home. Also seeing all of the scooters makes me want a bike, too."
18,2012-11-08T20:12:36+00:00,stever,"I've seen a few street legal ""side by side"" ATVs up here in the UP. They trick them out with lights and tags, maybe some other things."
19,2012-11-08T20:59:40+00:00,ateixeira,"Any issues with getting around with the narrow roads?

That's probably more an issue in Italian cities."
20,2012-11-09T14:31:15+00:00,fintail,"I was in Heidelberg earlier...some roads there where you can re-enact ""I know this car honey"" from ""European Vacation"". But most modern city areas are fine - narrower than the US, but truck transport exists here too.

Regarding ATVs in the UP - can snowmobiles be used on the road there in winter?

Saw another new Golf Cabrio today, nothing else comes to mind. I think maybe one Prius, zero Lexus."
21,2012-11-09T14:35:21+00:00,stever,"can snowmobiles be used on the road there in winter?

I think it's county option, but there's so many trails you really don't need to get on a road except to access a trail (or a bar :shades: ). Lots of trails get on the highway shoulder to get across bridges or to snake around private property where the landowner won't give access.

It it pretty amusing to look off into the woods and see stop signs where trails intersect with little roads or driveways."
22,2012-11-09T15:12:51+00:00,ateixeira,"zero Lexus

Sounds like they're about as open minded as you are to Asian cars. LOL"
23,2012-11-09T15:21:45+00:00,fintail,"Or maybe the local offerings are so much better, and the imports aren't priced right. Lexus doesn't seek to undercut so much, here. Or maybe it is being close minded and not being beige averse, right. Lexus is just now developing cars that can somewhat drive like the euros - and some of that is because the euros have numbed it up.

Hell, I remember the useless suits at Hyundai trying to sell the Azera here for over 40K Euro - well into E/5er territory. I am sure that one didn't sell because of closed minds rather than simply not being a value."
24,2012-11-09T15:26:58+00:00,ateixeira,"If the Hyundai Azera is priced that way, I can only imagine a Lexus.

Maybe they figure they may as well keep them exclusive since the masses are not going to buy them."
25,2012-11-09T15:30:36+00:00,fintail,"I think they might know it is a tough road, and profit margins fall into play. For large cars sold on the European continent, Germany has dominated for maybe 40 years now. Large Italian and French sedans usually don't fare well either.

There are some open minds - can't count the amount of small Toyotas and Mitsus that are everwhere, even Hyunkia has a respectable presence."
26,2012-11-09T15:36:12+00:00,ateixeira,"Lancia is the new european Chrysler...ugh. How badly is that going to fail?

Edit for link:

http://www.autoblog.com/2012/11/04/lancia-to-continue-on-with-models-built-in-am- erica/

Can we short sell Lancia stock?

It was like Saturn becoming the American Vauxhall. Like Merkur before that.

Citroen certainly makes, uh, shall we say ""interesting"", cars, and be nice about it?

It's a crowded home turf, and a shrinking market on top of that. Probably not even worth pursuing, at least until they begin to rebound."
27,2012-11-09T16:02:05+00:00,fintail,"I don't know if Lancia has been viable for a long time. I have seen numerous late model Alfas on the road though.

Citroen has a little cult behind it. Maybe like Saab, but with more mass market/affordable cars. A big Citroen might be the only large French car that anyone would buy.

Europe might have too many brands for a market that isn't really any more likely to buy than the US, and maybe no more economically stable either."
28,2012-11-09T16:10:47+00:00,ateixeira,"I've always loved Alfas but I've just given up after many heart breaks.

Next MX-5 is supposed to share a platform with the new Spyder, that certainly sounds interesting. Would likely be too spendy for a toy, new at least. We'll see.

Way too many brands, I predict at least 2-3 will fold."
29,2012-11-09T18:32:29+00:00,lemko,"Way back in the day, the Eiffel Tower displayed colossal Citroen advertising:"
30,2012-11-09T18:42:19+00:00,ateixeira,Gee I wonder why they stopped.
31,2012-11-09T18:43:43+00:00,lemko,Looks like some graffiti vandal tagged the tower!
32,2012-11-09T18:49:17+00:00,ateixeira,I know man that's just awful. Hideous!
33,2012-11-10T00:06:54+00:00,explorerx4,"I saw signs in Mackinaw that read 'No riding snowmobiles on the sidewalk'.
In the winter, snowmobiles are the preferred way of getting to and from the island to the mainland."
34,2012-11-10T16:56:44+00:00,fintail,"Does the US get a new style S60/V60 wagon? I saw one, doesn't seem familiar.

Zero Prius and zero Lexus, but I am in not in a big city today.

Random selection of cars on the road. Truck is a bit out of place:



Also saw a Durango with a Canadian flag on the windshield."
35,2012-11-10T20:12:36+00:00,imidazol97,Is that a horse at the left end of the parking lot?
36,2012-11-10T21:55:38+00:00,stever,"Bright red, nice looking compact.

Asked the valet if he had driven it. He said yeah, it was horrible. He was tall and said the Spark wasn't meant for anyone over six feet tall.

Saw a truckload of Audis too, but they were all in shrinkwrap.

Saw fields of new Fords and Jeeps, but I guess driving by the factories doesn't count."
37,2012-11-11T15:15:33+00:00,robr2,"Does the US get a new style S60/V60 wagon? I saw one, doesn't seem familiar.

S60 yes. V60 No."
38,2012-11-11T15:33:19+00:00,kyfdx,"A dwarf horse, maybe? :confuse:"
39,2012-11-11T16:46:42+00:00,fintail,"No wagon, right?

Saw a Hyundai i40 today, which is kind of like an upmarket Sonata for Europe. It was in Belgium (I think), and declared what it was in big letters on the side - likely a promotional vehicle.

3x each Prius and Lexus (all RX), all in Benelux.

I'm at the Ring now, who knows what I might see tomorrow."
40,2012-11-11T22:40:13+00:00,robr2,"No wagon, right?

Correct - no wagon. We get the XC60 instead."
41,2012-11-12T13:30:13+00:00,anythngbutgm,"No, unfortunately no V60 here in the states... More strangeness from Volvo who currently have zero non-XC wagons for sale here, a once hallmark of the brand back in the 80's and 90's.

Saw a few of them myself when I was there. I'd buy one. :shades:

Another Euro only model you might see is the V40.

Volvo V40

They also have an XC-ized version which is pretty cool as well.



Both are based on the Ford Focus."
42,2012-11-12T14:49:23+00:00,ateixeira,"Check out that one row with all wagons, 7 of them.

More wagons in that pic than sedans, or any other bodystyle for that matter.

You should post in Mystery Car Pix, I can ID a bunch of those."
43,2012-11-12T16:34:35+00:00,ateixeira,"Friend just picked one up, our daughters are basically best buddies.

CR-V LX AWD, silver."
44,2012-11-12T20:54:54+00:00,fintail,"There was a red SL63 (I guess) buzzing around the Grand Prix part of the Ring this morning, sounded like a WWII fighter plane, monster. Also a newish M3 wagon was playing in the same area."
45,2012-11-12T21:17:14+00:00,fintail,"Meh, another crossover kind of thing. I've probably seen it and not noticed. I'd rather have the wagon. Unfortunately, I am not the trend"
46,2012-11-13T16:44:57+00:00,andys120,M3 wagon?
47,2012-11-13T17:38:58+00:00,fintail,"Well, it was an E91 Touring fully trimmed out and obviously had a big engine by the noise it was making. Custom, but close enough :shades:

Saw a 4 door Fiat 500 today"
48,2012-11-13T18:19:35+00:00,qbrozen,"you did? I think that was going to be called the 500L, maybe?

Where did you see it? Its not even on their website yet."
49,2012-11-13T18:39:35+00:00,fintail,"Yep, 500L. In France."
0,2012-11-27T21:58:58+00:00,ateixeira,"I'm just happy to see a Lexus selling that isn't the RX or ES.

They're doing a motorsport model of the LS.

What's gotten in to them lately?"
1,2012-11-27T22:00:51+00:00,texases,"I can't imagine a bike short enough to fit in an R, upright, at least..."
2,2012-11-27T22:01:26+00:00,fintail,"So the motorsport model can now compare with the base models of the competition. Sadly, that base iso-tank LS has a following.

I think Toyota finally got tired of the motoring world (validly) complaining about their boring products. Profits are good, but image is nice too."
3,2012-11-27T22:11:15+00:00,fintail,"Hmm didn't think of that, maybe I remember it looking taller than it is (been ages since I have noticed one on the road).

The idea of some non-pickup low step up hauler for a bike, that isn't a trailer, has some appeal."
4,2012-11-27T22:17:33+00:00,texases,Here you go:
5,2012-11-27T22:22:24+00:00,stever,Perfect. :-)
6,2012-11-27T22:38:34+00:00,fintail,"Not bad, even has the right wheels. Just needs a rear cover to keep the bike dry.

Hmm...maybe an R-class interior could be hollowed out to give more height. This daydream is becoming expensive."
7,2012-11-27T23:37:02+00:00,stickguy,"tad on the short side I would think.

If you really wanted something, an actual viable option is a Transit Connect. No, not quite up to your normal standards for a DD, but it least it can actually haul the bike!"
8,2012-11-28T00:16:08+00:00,fintail,"Hmm, that might work. Wonder when we'll ever get it in a diesel...although I guess the new age gas engines aren't too bad.

Would solve storage issues too, to keep the bike in a vehicle, as my building has a mere one spot per unit, and I've already cringed at parking the bike against the wall and crowding the car in front of it."
9,2012-11-28T00:26:16+00:00,kyfdx,"Do the seats fold down in an R-Class?

If so, I bet a bike would fit..."
10,2012-11-28T00:54:47+00:00,explorerx4,Someone's German interpretation of a Ford Harley Edition pickup.
11,2012-11-28T01:54:50+00:00,fintail,"I think the seats would need to be removed. I took this up a notch and looked for some rear pics. Definitely would need to gut the rear interior, and cut the bumper down. But the height would be OK I think, not like I would be sitting on the bike in the car. So, the mods are getting into the thousands, and it would be impossible to resell (and it's a vehicle that doesn't have the best used demand anyway). Probably a dumb idea, but if money and time weren't valuable...

I like the idea of something to haul a bike, esp to get it out of the city or drive to the sunny side of the state. This would also have to be my everyday vehicle."
12,2012-11-28T02:06:50+00:00,stickguy,"if you wait a year, the new design 2014 looks a lot better. Seems that the US will not get the diesel though. Just ecoboost. But they also seem to have a LWB model .

http://news.consumerreports.org/cars/2012/09/video-redesigned-2014-ford-transit-- connect-van-keeps-the-utility-adds-style.html"
13,2012-11-28T02:08:12+00:00,stickguy,"I actually thought of the storage locker aspect of it for you.

Man, I could never live in an apartment building. Too much garage withdrawal."
14,2012-11-28T02:12:05+00:00,texases,"""I bet a bike would fit... ""

Kind of a ship in a bottle...most are 4' or more high, awful nice to have lots of headroom to wrestle the bike around. A MB Sprinter! Plenty of room. The Transit connect's bed length is actually a bit short for some of today's bigger bikes. EDIT - oooh good, LWB solves all that! Now it's just right."
15,2012-11-28T02:20:40+00:00,fintail,"I like the look of that. Have some kind of power winch/pulley system to get it in, too - pull it in after putting the bike on a pit bull style stand, and maybe an easy folding or automatic ramp. Would be slick. I don't like bikes that are too big, so size is only so much of an issue. A Transit could be workable for everyday use, Sprinter is too big.

The no garage life is no fun - my building has one garage spot per unit - now and then an extra opens up, but it is uncommon. There is outdoor parking, but neither of my cars would tolerate that. But, it saves me from one problem I would have in a house - saving certain old heaps from the crusher. That could be a bigger problem, having neighbors and zoning people harassing me because I have 20 non running cars in the backyard :shades:

Actually a third issue has come up - I rent a garage spot from an acquaintance who needs the mortgage helper. He's finally got to the point where he is thinking of dumping the house, and if it sells, I'll need to find new parking for the oldster. Not impossible, but a hassle."
16,2012-11-28T02:33:04+00:00,explorerx4,The house buyer might need a 'mortgage helper' too. :surprise:
17,2012-11-28T03:17:24+00:00,stickguy,Just tell the neighbors your name is Andre. They will understand.
18,2012-11-28T04:07:37+00:00,odie6l,"It actually looked more like this, but not exactly. I'm thinking it might have been a tester for the upcoming Fit Shuttle. It had the shrinkwrap stuff all over it like when they are shipped, but this one was driving.

2011 Honda FR-V

Odie"
19,2012-11-28T04:11:19+00:00,stickguy,"hey, I like that. So of course I am sure we will not get it in the US."
20,2012-11-28T04:52:32+00:00,fintail,"At what he thinks he can get for the house, it will be awhile for inflation to catch up and kick me out of the garage. Oh well. If the next owners want a fintail garage ornament and a small payment each year, maybe.

People around here seem to be less tolerant of Andre-style car hoarders. I have a friend who works for a local city code enforcement dept who tells me they get constant complaints about vehicles."
21,2012-11-28T13:03:33+00:00,robr2,"People around here seem to be less tolerant of Andre-style car hoarders. I have a friend who works for a local city code enforcement dept who tells me they get constant complaints about vehicles.

As long as they are registered, it shouldn't be a problem.

My town has a strict 2 non-registered vehicles stored on the property. My neighbor has reached his limit but has no other vehicles. He rides a bicycle to work."
22,2012-11-28T13:47:13+00:00,lemko,"You do realize, the 1961 Plymouth was Exner at his worst."
23,2012-11-28T13:49:50+00:00,lemko,...white Dodge Charger on Verree Road near Oakmont in NE Philly.
24,2012-11-28T14:15:40+00:00,ateixeira,"So the motorsport model can now compare with the base models of the competition

Your bias it showing again. I'm talking about the wide body that's been terrorizing the 'ring the past few months. It's the real deal, and rumors are they may establish a division like AMG and M.

People underestimated the IS-F and the LF-A, too."
25,2012-11-28T14:25:54+00:00,ateixeira,"Quick google search says the Ninja 300 is about 80"" long, that's not very big. Several minivans can fit a sheet of plywood (96"" plus), so you'd have more than a foot to spare.

Here's a Virago inside a Dodge minivan:

http://farmindustrynews.com/blog/getting-phd-j-b-weld

You could even get a Routan if a German badge is required."
26,2012-11-28T14:26:40+00:00,ateixeira,"Brand new, bright white. Kinda looked like a rolling bottle of White Out."
27,2012-11-28T14:51:58+00:00,fintail,"Oh, you mean the one off LS that isn't even based on the current model? The one developed by a German tuning division, as the existing people couldn't get it done? Thing would probably cost 200K+ and find no sales. As of now, it's just a prototype.

""Terrorizing""? Talk about bias. Must be that underdog fixation again.

IS-F still hasn't measured up to the competition where it counts - in the market.

LF-A took over 10 years to put on the road, and was one of the most hyped vehicles in modern history. It has no excuse to be anything but perfect.

My bias? Give that red herring a rest. Lexus has perfect beige and isolation, and has Toyota. That's not bias, it is a legitimate image they must overcome."
28,2012-11-28T14:53:59+00:00,fintail,Which suits the Lexus face pretty well.
29,2012-11-28T14:54:05+00:00,ateixeira,"It's funny that you phrase it that way given AMG was an outside company as well.

What was that about bias? LOL

A wholly owned subsidiary is doing Lexus' work.

Lap times don't lie. We'll see."
30,2012-11-28T14:54:50+00:00,ateixeira,"When your argument loses on merit, best to go childish in your attacks.

I'm surprised to resisting using the word ""soul""."
31,2012-11-28T14:56:05+00:00,fintail,"AMG was an independent company slowly absorbed, that chose to to tune mainly (but not exclusively) MB products. The Lexus tuning group is simply a branch set up in a place where performance tuning of cars is perfected to a greater level than in the homeland. Apples to oranges.

When such a car can be bought at my local dealer, let me know. Until then, prototype."
32,2012-11-28T14:57:13+00:00,fintail,"What merit was lost? Put up or shut up. I am not the only one to scrutinize the ""different for the sake of being different"" front end that the bland L has adopted.

And another red herring distraction, nice."
33,2012-11-28T15:00:26+00:00,fintail,"I wonder what kind of frankencar could be made out of a toy hauling minivan. The low step up is key, SUVs and soft roaders won't work. Put something else under the hood too, might be amusing."
34,2012-11-28T16:31:05+00:00,ateixeira,"Your criticism, not mine, specifically said:

The one developed by a German tuning division, as the existing people couldn't get it done?

Ironically that applies better to AMG."
35,2012-11-28T16:33:23+00:00,ateixeira,"I prefer to evaluate a machine based on merit, like lap times, not some vague and subjective measures like ""soul"".

You say you will accept it once they're available for sale but that's not true, then you'll whine about cost or sales volume or some other excuse not to accept cars that earned their keep."
36,2012-11-28T16:55:31+00:00,ateixeira,"I wonder what kind of frankencar could be made out of a toy hauling minivan

Renault F1 Espace, but it was just a concept."
37,2012-11-28T18:47:40+00:00,fintail,"But maybe not, as MB wasn't even trying to tune its own passenger/road cars before AMG rolled around, and never tried to compete with any independent tuners - unlike Toyota (does anyone even care to want to tune a Toyota?). I guess F-sport wasn't good enough for this LS, send it off to Germany to be done properly."
